OTU_ID	nr_authors	taxonomicResearchNeeded	cropWildRelatives	horizonInvasives	habitatsDir	marineDir	iasListConcern	redlistFull	birdDir	pollinators
330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
331	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
333	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339	11.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346	135.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	24.0	0.0
347	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
349	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
350	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
356	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
359	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
360	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
362	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
363	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365	60.0	1.0	0.0	0.0	12.0	2.0	0.0	1.0	0.0	0.0
366	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	31.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
375	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
376	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
378	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
379	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
380	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
384	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
388	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
389	12.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
390	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391	621.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
393	34.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
399	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
400	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
402	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
403	53.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
404	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
405	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
406	105.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
409	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
410	31.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0
411	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
412	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
420	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
422	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
425	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
428	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
430	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
432	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
437	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	34.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	10.0	0.0
439	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
445	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
448	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
449	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
450	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
452	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
453	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
454	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
457	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
458	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
459	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
467	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
477	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
479	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
480	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
483	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
484	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0
485	128.0	3.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0
486	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487	40.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
488	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
489	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
496	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0
499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500	9.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0
501	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
503	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
504	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
509	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
515	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
527	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535	134.0	37.0	0.0	0.0	38.0	6.0	0.0	49.0	0.0	0.0
536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539	13.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
540	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
551	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553	4.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0
554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
594	2.0	1.0	0.0	0.0	8.0	2.0	0.0	8.0	0.0	0.0
595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
608	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
621	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
631	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
638	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
641	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
644	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
